id,date,type,amount,category,description
9a755c95-ff97-4deb-b686-5112bdabe6ed,2025-02-25,Expense,169.4,Utilities,San Jose Water Water 5876918 Tel ID: 0000063576
bd16c3d9-652e-4bdd-a68f-4cd42c053f80,2025-02-28,Income,0.09,Interest,Interest Payment
94e631e6-e452-4861-9ff8-864f32a1a47d,2025-02-28,Income,0.2,Interest,Savings Interest Payment
87fac313-f359-44b0-b4e6-7265b103305d,2025-03-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 89435 Web ID: 1770253454
d208c88f-19e3-4d48-9e47-2a361d3de5de,2025-03-11,Expense,142.58,Utilities,Pgande Web Online 25074300030625 Web ID: 5940742640
a4f07ef0-7d85-44d7-88b9-abc97a998dc8,2025-03-14,Income,4086.37,Salary,Google LLC Payroll PPD ID: J770493581
6700ca92-95ed-4c33-b0e7-0194d68c35c7,2025-03-14,Income,1671.77,Salary,Google LLC Payroll PPD ID: J770493581
b6555645-c812-4989-81ab-94c858626316,2025-03-14,Income,1163.59,Salary,Google LLC Payroll PPD ID: J770493581
9e2898a7-35fb-43a3-8027-f3e67ad16a13,2025-03-17,Expense,260,Transfer,Zelle Payment To Ofalo Clo Corp
e12a49b5-919a-40aa-b1d4-a4474182e4f4,2025-03-17,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
f7ef41fe-1e62-4a80-9681-729c1626e437,2025-03-18,Income,1000,Reward,Cpc Tiered Offer
264e4760-bee8-4a9e-bac8-bb0138c4e8a3,2025-03-21,Income,20856.42,Salary,Google LLC Payroll PPD ID: J770493581
f3b13327-be07-4346-9aec-c7d22667efaf,2025-03-21,Income,3914,Tax Refund,Franchise Tax Bd Casttaxrfd PPD ID: 9282532045
090a070a-041f-4717-ab07-77f171ca6d4a,2025-03-28,Income,4218.65,Salary,Google LLC Payroll PPD ID: J770493581
2d80de0f-d433-42cd-acf4-a5d27d45590e,2025-03-31,Income,50,Transfer,Zelle Payment From Zhixing Zhang 24225379643
d7cbf367-64f7-4911-b82e-fa39be17bc28,2025-03-31,Income,43,Transfer,Zelle Payment From Shangyan Li Bacznpjo2Xjn
63e1f11e-b171-4b4c-8ac3-47095d625cda,2025-03-31,Income,42.85,Transfer,Zelle Payment From Ziyi Zhuang 24224335339
3274c3c0-5b4b-4657-84ed-f34ded698749,2025-03-31,Income,0.16,Interest,Interest Payment
3f9cdad4-b7ec-4f62-9546-95f1fee97a84,2025-03-31,Income,0.22,Interest,Savings Interest Payment
9b160f54-f06a-455d-9047-ee231df415cf,2025-04-07,Expense,13417,Tax,Usataxpymt PPD ID: 3387702000 Irs
dadc000f-cfaa-4ce0-8547-afdde5eea101,2025-04-08,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 100789 Web ID: 1770253454
9abb78a9-c614-4e2b-9ab6-3a244bffd934,2025-04-09,Expense,95.52,Utilities,Pgande Web Online 2872242 1040425 Web ID: 5940742640
bd991529-9e55-4215-8d8a-c41684718696,2025-04-11,Income,4174.1,Salary,Google LLC Payroll PPD ID: J770493581
ab17f49d-3042-4970-9c3d-3c12211d6712,2025-04-15,Income,110.73,Transfer,Zelle Payment From The Church IN Campbell Baczp9Rc9Pbf
209cd03c-3d30-4dd9-a098-3362fbcf0224,2025-04-16,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
e3ea2feb-3135-4d2f-a0e3-ac1e47786924,2025-04-25,Income,4218.65,Salary,Google LLC Payroll PPD ID: J770493581
5cf8b0b7-4898-449a-9bd1-a05e602d0d9d,2025-04-25,Expense,161.71,Utilities,San Jose Water Water 7607456 Tel ID: 0000063576
e886aba6-b140-426f-bffb-d937a5d44bf7,2025-04-28,Income,78.78,Transfer,Zelle Payment From The Church IN Campbell Bactqt4Vqyon
803299f7-7681-48a0-a7ef-548ed6f7fb4a,2025-04-30,Income,0.24,Interest,Interest Payment
dcbb6aee-f539-4694-9594-d45b607283d6,2025-04-30,Income,0.21,Interest,Savings Interest Payment
976baf74-4c89-4256-a86c-846b152107ae,2025-05-05,Expense,110,Transfer,Zelle Payment To Dragos Oprica Jpm99B7B3Lli
5d11fdcb-514e-41b3-8a83-aabf4b200409,2025-05-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 111017 Web ID: 1770253454
7781f388-5083-4c34-aaf2-8c4895c4d4fe,2025-05-16,Income,16100,Automotive,Sell the car
df2e3d80-3a9a-438f-b268-57ed2dd1fa56,2025-05-16,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
a5bc01d6-cb15-4a97-afea-14bf9cdd641e,2025-05-21,Income,74.35,Transfer,Zelle Payment From The Church IN Campbell Bacviu9X4Zop
fae5e12f-8c7f-4db9-b55c-afbb66810ec6,2025-05-23,Income,3133.93,Salary,Google LLC Payroll PPD ID: J770493581
1724da35-0d3f-49c1-a148-b63111ad5ad5,2025-05-23,Income,2246.7,Salary,Google LLC Payroll PPD ID: J770493581
e4e712a6-acfc-4c5a-885a-95e4f1d94422,2025-05-30,Income,0.23,Interest,Interest Payment
4ffeb15e-9c8e-425c-945b-f6550ced1184,2025-05-30,Income,0.32,Interest,Savings Interest Payment
5625b0fe-9e01-4023-b684-899f6198caa1,2025-06-06,Income,4830.31,Salary,Payroll Google LLC PPD ID: J770493581
2dd14d4b-60b9-44ad-9153-cf73640fda77,2025-06-06,Income,2136.8,Salary,Payroll Google LLC PPD ID: J770493581
42478339-072a-433c-b2d4-fe1454d7838d,2025-06-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 121436 Web ID: 1770253454
2ea62db8-bc0a-4628-a44a-340d7bc97393,2025-06-09,Expense,57.46,Utilities,Web Online 34724575060425 Web ID: 5940742640 Pgande
2fa3648e-1b0f-48be-b36b-da3c95cd2514,2025-06-16,Expense,4231.91,Mortgage,Auto Pay 0580287431 Web ID: 1562287461 Wf Home Mtg
f26c5da3-612c-4ce8-8040-63712864e9f3,2025-06-20,Income,5297.36,Salary,Google LLC Payroll PPD ID: J770493581
0a22657f-5150-4f56-a7ba-c53689694e95,2025-06-20,Income,1833.35,Salary,Google LLC Payroll PPD ID: J770493581
c0dde326-ff21-4ad9-a782-d94c1008a103,2025-06-24,Expense,176.87,Utilities,San Jose Water Water 9940105 Tel ID: 0000063576
ac0726ed-688c-4434-8a65-9bf33ed1cdcb,2025-06-30,Income,123.19,Transfer,Zelle Payment From The Church IN Campbell Baczo5Em1Ozz
b88a819c-8a7b-45c1-9d99-07bb82235d5a,2025-06-30,Income,0.25,Interest,Interest Payment
d6ba17dd-ea0e-4206-8967-1ff337aa96fb,2025-06-30,Income,0.55,Interest,Savings Interest Payment
a3d1e81f-649c-4084-8db9-94473d0846cc,2025-07-02,Expense,20,Transfer,Venmo Payment 1043236903853 Web ID: 3264681992
580ecaf8-a370-44d7-861d-b764c0d4d6e9,2025-07-03,Income,5230.12,Salary,Google LLC Payroll PPD ID: J770493581
6bd5669e-e489-4f9c-aa45-89a6e1a7963f,2025-07-08,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 131868 Web ID: 1770253454
63e4af8d-8c6f-4173-bf6b-55469c353f37,2025-07-09,Expense,92.15,Utilities,Pgande Web Online 38072726070425 Web ID: 5940742640
02362c47-bad7-42bf-a95f-e91b67c89afd,2025-07-16,Expense,4231.91,Mortgage,Web ID: 1562287461 Wf Home Mtg Auto Pay 0580287431
f03ad49a-6249-438a-af50-afb02d18f1e1,2025-07-18,Income,5278.66,Salary,Google LLC Payroll PPD ID: J770493581
7abc8e79-828c-4bfb-9ac3-ce4f4e590374,2025-07-18,Income,396.15,Salary,Google LLC Payroll PPD ID: J770493581
473458b7-a9a7-4a31-adee-f2ad32479d23,2025-07-21,Income,81.19,Transfer,Zelle Payment From The Church IN Campbell Bacsmnbzwd98
57ff85a2-92ff-48a5-bc24-4c096f63c5c9,2025-07-31,Income,0.31,Interest,Interest Payment
4826f434-3e33-4879-8f0d-55a2866eaf6c,2025-07-31,Income,0.55,Interest,Savings Interest Payment
513ca201-be7f-48d2-8bdf-9f0293c311e4,2025-08-01,Income,5230.12,Salary,Google LLC Payroll PPD ID: J770493581
9ba9b9ac-99b1-45a6-a6d5-0ce538e48ce6,2025-08-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 142599 Web ID: 1770253454
61929728-f8e5-45d9-9b70-59a9f2bf6c9b,2025-08-06,Expense,108.71,Utilities,Pgande Web Online 41610296080325 Web ID: 5940742640
d1a9e5e8-6788-4794-ab05-5578ae8581c0,2025-08-06,Expense,25,Transfer,Zelle Payment To Dragos Oprica Jpm99Bifwlkh
f6bb370b-82e4-4210-888c-95fa63776ecb,2025-08-15,Income,5278.65,Salary,Payroll Google LLC PPD ID: J770493581
2e65a017-5aa3-4f93-830b-cec6a14a4057,2025-08-15,Income,921.27,Salary,Payroll Google LLC PPD ID: J770493581
b544780c-d92d-410e-831a-aa4d17db146f,2025-08-18,Expense,4231.91,Mortgage,Web ID: 1562287461 Wf Home Mtg Auto Pay 0580287431
6452e646-bf2b-4479-8896-af8ecea173d3,2025-08-21,Expense,170.29,Utilities,San Jose Water Water Tel ID: 0000063576 2448057
2669ec2b-2d20-4fd7-a67d-bfea4d44b077,2025-08-29,Income,5230.11,Salary,Google LLC Payroll PPD ID: J770493581
4c4d75bc-8102-44f8-96d6-13f9fd267694,2025-08-29,Income,1174.4,Salary,Payroll Google LLC PPD ID: J770493581
329749a8-eae7-4b44-a203-b34395a9838e,2025-08-29,Income,0.35,Interest,Interest Payment
6b4ff894-81fa-43f1-af3a-dbd97f01b353,2025-08-29,Income,0.52,Interest,Savings Interest Payment
9622ceb2-5709-48a6-904f-91f82dc014d1,2025-09-08,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 153150 Web ID: 1770253454
b439ca6b-35cf-4031-b871-6820706d2cf3,2025-09-10,Expense,94.3,Utilities,Pgande Web Online 45522846090525 Web ID: 5940742640
269d9272-f9f7-478f-98d3-0d84ae76c459,2025-09-12,Income,5230.12,Salary,Google LLC Payroll PPD ID: J770493581
0c719a93-b3a0-4927-a66f-9a19d4e1e931,2025-09-12,Income,1298.98,Salary,Google LLC Payroll PPD ID: J770493581
1b2744f0-9378-4766-ba64-153f0743c384,2025-09-12,Income,205.52,Salary,Google LLC Payroll PPD ID: J770493581
291d463e-d4e5-461b-995b-e69ccfbe309c,2025-09-16,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
1921d183-156b-440d-a1e8-77a47f3d67d8,2025-09-22,Income,323.8,Transfer,Zelle Payment From The Church IN Campbell Bacvqeseyd1G
2f975d51-f2c3-4daa-afe1-b38a811ee622,2025-09-26,Income,5278.66,Salary,Google LLC Payroll PPD ID: J770493581
364a7a95-7ece-4557-b4fd-9c5df00abd89,2025-09-26,Income,102.76,Salary,Google LLC Payroll PPD ID: J770493581
4b324aed-069e-43e9-9ca7-9b7c03291099,2025-09-30,Income,0.38,Interest,Interest Payment
a24f2a1f-314e-4a68-b228-7e0522936276,2025-09-30,Income,0.72,Interest,Savings Interest Payment
1796e969-7671-462f-aa19-db9350ff37d5,2025-10-03,Income,50,Transfer,Zelle Payment From Yiqun Dong 26447203384
0f9624bc-c322-49a7-aced-040e8129ccf5,2025-10-07,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 163816 Web ID: 1770253454
a7efe091-c0ea-402a-a92d-d5034c41ef41,2025-10-08,Expense,96.73,Utilities,Pgande Web Online 49028320100325 Web ID: 5940742640
48413d69-cdd7-4c2c-a6a5-7782e0780ba4,2025-10-10,Income,5230.11,Salary,Google LLC Payroll PPD ID: J770493581
c398d1f3-5ffc-4ef5-8232-789be565e4f8,2025-10-10,Income,2348.8,Salary,Google LLC Payroll PPD ID: J770493581
240a60fc-566f-4b6a-8945-6c5c83e8e27f,2025-10-15,Expense,15851.18,Tax,Santa Clara Dtac Santaclara 3907616521 Web ID: 0000079161
74d6915b-870a-4c83-b3e5-1cfe9196b2af,2025-10-16,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
01a167f5-bab2-4b0f-8f01-d163f4f530f4,2025-10-20,Expense,177.67,Utilities,San Jose Water Water 4625761 Tel ID: 0000063576
1d8ea06a-d056-4b6e-a3c7-1198b79f57a1,2025-10-24,Income,5278.67,Salary,Google LLC Payroll PPD ID: J770493581
5450a5ba-8611-4f9e-b960-1b9eac8c480b,2025-10-31,Income,0.18,Interest,Interest Payment
dd680189-baa9-42ff-8c4e-1b70edaf9fde,2025-10-31,Income,1.05,Interest,Savings Interest Payment
48fba3b7-e529-4386-879c-b9afe06084e8,2025-11-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 175565 Web ID: 1770253454
9bc7af1a-bc5b-40f8-8126-15c4f18e5744,2025-11-07,Income,4265.6,Salary,Google LLC Payroll PPD ID: J770493581
fd8f4f3d-22ed-4aef-8a68-79df1d8f5634,2025-11-07,Income,587.2,Salary,Payroll Google LLC PPD ID: J770493581
2095d3ee-0a8e-4952-8910-8ec2e373c3bf,2025-11-10,Expense,33.81,Utilities,Pgande Web Online 52605622110525 Web ID: 5940742640
1657ea8e-a4ec-4770-a920-987c3262f749,2025-11-12,Expense,119.6,Transfer,Venmo Payment 1046117610405 Web ID: 3264681992
5577a70b-b8b3-4a59-811f-83fdfb73681a,2025-11-17,Expense,4231.91,Mortgage,Web ID: 1562287461 Wf Home Mtg Auto Pay 0580287431
1adb7324-d4f5-4bcb-be2e-19c2d767a20f,2025-11-21,Income,5278.65,Salary,Google LLC Payroll PPD ID: J770493581
2edd88f5-c51a-4bf7-bb69-0e176be9a27d,2025-11-21,Income,2220.25,Salary,Google LLC Payroll PPD ID: J770493581
8e2663f6-4c50-4458-82bf-25bfbdeba095,2025-11-21,Income,102.77,Salary,Google LLC Payroll PPD ID: J770493581
1e062282-1d29-41ff-a560-f5c5d13f87be,2025-11-25,Income,319.54,Transfer,Zelle Payment From The Church IN Campbell Bacszb1Pdnjh
036046bb-fdbc-40e8-ab31-64839f3f0af4,2025-11-28,Income,0.15,Interest,Interest Payment
eac41b67-e5fc-402a-80f2-415dfd952129,2025-11-28,Income,0.95,Interest,Savings Interest Payment
5f4b5abd-911e-4260-8ed7-28258536af7b,2025-11-28,Expense,35.26,Gas,
a09a56e5-16a4-45b8-b5e1-7abb45028fde,2025-11-13,Expense,41.5,Gas,
1ec190cb-1a96-401c-92dc-97f40a547ad2,2025-11-03,Expense,30.11,Gas,
373cfd79-fb1c-4efb-b1f3-b945da8b2da0,2025-10-17,Expense,37.81,Gas,
84f56015-201d-4984-8be0-df77e9e2450d,2025-10-03,Expense,28.25,Gas,
b1223e30-be53-444c-9bdc-015dfd861884,2025-09-23,Expense,39.88,Gas,
e77bfbcf-3682-44dc-b7ca-b619d8d49436,2025-09-12,Expense,32.93,Gas,
63d97131-5669-454f-b7dc-d722fdaaad01,2025-09-10,Expense,953.7,Travel,Costco Travel Seattle WA
f69cabd8-ff61-40c2-972c-19350e68ed79,2025-08-31,Expense,39.44,Gas,
4bafc24b-b569-4c86-ba30-2a56fd1d11be,2025-08-21,Expense,36.58,Gas,
97391cb0-8975-40ae-bf0d-c4ea5bd7b071,2025-08-07,Expense,8.98,Groceries,Costco
3c79f453-5763-41ea-aa43-856bb9641a03,2025-08-07,Expense,38.2,Gas,
972fe5d4-529e-4313-a2da-90f1817b63a4,2025-07-24,Expense,24.6,Gas,
3a6663d2-f410-4d21-845b-e9d8bd44bb32,2025-07-26,Expense,1001.46,Travel,Costco Travel Seattle WA
5f98d719-cc76-492c-afb3-be83f310eaac,2025-06-20,Expense,38.31,Gas,
df7933c3-9804-4696-9ad5-94747c1d970c,2025-06-28,Expense,22.11,Gas,San Jose Costco
a6545cbc-4c17-49e7-90a1-50025b414326,2025-07-15,Expense,38.08,Gas,Costco
0ded44be-60a4-48d3-812c-dbf823e072e6,2025-06-03,Expense,37.93,Gas,
4638f341-b484-4468-a52a-0afc5d839a4c,2025-04-30,Expense,48.4,Gas,
298a8f23-97c5-401a-afac-26cb40f97552,2025-05-09,Expense,29.02,Gas,
524445ee-46b0-439d-8874-84a1ae9a35c6,2025-05-19,Expense,39.17,Gas,
7b6942d8-f5fa-47ba-9cad-59ffabc21490,2025-03-29,Expense,42.55,Gas,
1b5142c2-558e-4a18-8de0-3b840e163889,2025-04-11,Expense,40.2,Gas,
e073abc5-0c31-468a-a887-60e421fd466b,2025-02-24,Expense,41.13,Gas,
17d83730-773f-4311-a11a-ab46b47f578f,2025-03-08,Expense,36.46,Gas,
49dc7e29-bc22-4b3e-bac2-c1c80d64bbdb,2025-03-17,Expense,37.39,Gas,
3afee18c-4a01-4e7b-9be9-d9c5186bb5eb,2025-02-14,Expense,41.63,Gas,
cb767e38-2ae1-4262-9146-44fdb198273d,2025-02-15,Expense,162.11,Groceries,San Jose Costco
65b94701-6bbe-4061-ad12-5537d6000fc5,2025-01-08,Expense,29.78,Gas,
4a2bbbfa-1e71-42e7-8db9-9f70b39efdd7,2025-01-18,Expense,38.95,Gas,
c4317fd9-da60-4996-a30b-2f0abf59b0bf,2025-01-09,Income,10.38,Groceries,Costco Refund
